ovallcon,count
"ROTURAS AGUDAS TENDINOSAS HOMBRO IZDO, POSTRAUMÁTICAS.",1
UROLITIASIS IZQUIERDA,1
ANEMIA DE TRASTORNOS CRÓNICOS (INSUF. RENAL CRÓNICA).,1
ISQUEMIA ARTERIAL DE MII,1
INSUFICIENCIA RENAL CRÓNICA ESTADÍO 3B AGUDIZADA (FG AL ALTA 44),1
ICTUS  ISQUÉMICO AGUDO EN TERRITORIO DE A. CEREBRAL MEDIA DCHA,1
"PLURIPATOLOGIA: INSUFICIENCIA CARDIACA, PULMONAR,",1
NEOPLASIA DE RECTO INFILTRANTE,1
FA PAROXISTIC ANO VALVULAR,1
TCE // ACCIDENTE DE TRÁFICO,1
ITUS COMPLICADAS DE REPETICIÓN (P. MIRABILIS; E. FAECIUM),1
IMPOTENCIA FUNCIONAL DE HOMBRO IZDO POR TRAUMA PREVIO (MARZO-16).,1
"INSUFICIENCIA RENAL CRÓNICA AGUDIZADA, CON TTNOS HIDROELECTROLITICOS",1
ACV ISQUEMICO CORTICAL EXTENSO EN REG. CORTICAL FRONTAL DCHA 05/09/16,1
AMPUTACION SUPRACONDILEA DCH,1
ESTADO DE MAL EPILÉPTICO (CRISIS PARCIALES COMPLEJAS),1
HSD AGUDO + HSA,1
DORSOLUMBALGIA SUBAGUDA - FRACT. APLASTAMIENTO L1- L4 (SEPT-16),1
DISFUNCIÓN MMII,1
CON CRITERIOS DE SEPSIS,1
FAC N TTO CON SINTROM,1
ESTREÑIMIENO CRONICO,1
ANEMIA ORIGEN MIXTO (DÉFICIT FÓLICO Y B12 + PÉRDIDAS DIGESTIVAS).,1
ISQUEMIA CRÓNICA GRADO IV MID.- OBSTRUCCIÓN FEMOROPOPLÍTEA,1
RECUPERACIÓN FUNCIONAL DE ICTUS ISQUÉMICO HEMISFÉRICO IZQUIERDO,1
ANULOPLASTIA MITRAL NORMOFUNCIONANTE,1
PROBABLE HIPERREACTIVIDAD VESICAL,1
ÚLCERAS VENOSAS CRÓNICAS MMII,1
LIPOMATOSIS,1
PLURIPATOLOGIA: EPOC - DIABETES - CARDIOPATIA,1
"DEMENCIA EA, ESTADIO & SIN ALTERACIONES PSICO-CONDUCTUALES",1
SINDROME CONFUSIONAL AGUDO SECUNDARIO A PROCESO INFECCIOSO,1
DISMOVILIDAD 4A. JONES 1 (B:1). CAF: 0/5 (B: NO FUNCI /DOMICIL) CO,1
DEMENCIA PROB MIXTA  CON TRASTORNOS PSICONDUCTUALES.,1
SMD EN PROGRESION,1
EPISODIO SINCOPAL ( POSIBLE ETIOLOGIA VASOVAGAL),1
ÚLCERA SACRA INFECTADA POR IVº PSEUDOMONA AERUGINOSA,1
"DOLOR EPIGÁSTRICO/TORÁCICO, SIN OBJETIVAR PATOLOGÍA AGUDA ACTUAL.",1
ENFERMEDAD DE PARKINSON PROBABLE,1
PROBABLE HEMORRAGIA DIGESTIVA  EN PACIENTE CON TROMBOCITOPENIA,1
FRACTURA PERSUBTROCANTEREA FEMUR IZDO (28/06/2016),1
NEOPLASIA INTRACRANEAL,1
ACV EN A. CMD,1
ICTUS ISQUÉMICO CARDIOEMBÓLICO TERRITORIO ART. CEREBRAL MEDIA IZDA.,1
ACVA HEMORRÁGICO MASIVO EN PACIENTE ANTOCIAGULADO,1
ARRITMIA SINUSAL,1
BASAL: COLVEZ: 2. JONES 4. CAF: C.C.2.B.,1
OBBSTRUCCION INTESTINAL,1
ITU POR E.COLI EN PORTADORA SV,1
"GASTROENTERITIS AGUDA, RESUELTA.",1
COXARTROSIS DCHA SECUNDARIA,1
FRACTURA PERTROCANTEREA CADERA IZDA (21/07) CLAVO GAMMA (25/07),1
"FRACTURA DE RAMAS DE PELVIS, PATOLÓGICA PROBABLE",1
TROMBOCITOPENÍA LEVE,1
ACV ISQUEMICO SUBCORTICAL HEMISFERIO CEREBRAL DCHO (07/10/2016),1
ICTUS  ISQUÉMICO TALAMICO  DERECHO,1
INFECCIÓN RESPIRATORIA: DUDOSA CONDENSACIÓN BASAL IZDA.,1
ERITEMA URTICARIFORME CUTÁNEO GENERALIZADO.,1
HEMORRAGIA SUBARACNOIDEA FRONTO-PARIETAL DERECHA,1
BROTE A.R,1
MÚLTIPLES ÚLCERAS POR DECÚBITO,1
INFECCIÓN PARED TORÁCICA IZDA POR PARVIMONAS MICRA,1
ARTROSIS SEVERA RODILLA IZQUIERDA.,1
TETRAPARESIA POR MTX C7 - MELANOMA,1
OMALGIA IZQUIERDA A ESTUDIO,1
UPP ABDOMINAL GRADO III,1
PROBABLE INFECCION RESPIRATORIA INCIPIENTE,1
EFECTOS ADVERSO DE METFORMINA,1
DEMENCIA SEVERA- GDS-7,1
INSUFICIENCIA   CARDIACA,1
INSUFICIENCIA AO Y MITRAL,1
HEMATOMA CEREBELOSO IZDO (27707/2016) - CRANEOTOMIA - EVACUACION,1
DESCARTAR FRACTURA DE CADERA,1
"EPOC, AGUDIZADO POR INFECCIÓN RESPIRATORIA.",1
POSTOPERATORIO DE FRACTURA DE CUELLO DE FEMUR.,1
INSUFICIENCIA TRICUSPIDEA LEVE,1
DERMATITIS EN REGIÓN PERIORBITARIA IZQUIERDA,1
"PATOLOGÍA DEGENERATIVA DISCAL, SOBRE TODO L4-L5.",1
MTX VERTEBRALES,1
INSUFICIENCIA ARTERIAL Y VENOSA CRÓNICA,1
FRACTURA SUBAGUDA EN L3 CON REGULAR CONTROL DEL DOLOR,1
COLECISTOPATÍA A DESCARTAR,1
QUISTES RENALES CORTICALES BILATERALES,1
RIGIDEZ DEDOS MANO,1
UPP SACRO IV,1
FRACTURA LUXACION CENTRAL DE COTILO IZQUIERDO,1
PRPBABLE DEMENCIA,1
ABSCESO INTRAESPLENICO,1
ICTUS VERTEBROBACILAR,1
POLICONTUSIONES - EXTRIMIDADES,1
TCE CON PÉRDIDA DE CONSCIENCIA.,1
ITU POR KLEBSIELA BLEE,1
POP  FRACTURA SUPRACONDÍLEA FÉRMUR DERECHO,1
ÚLCERAS SOBREINFECTADAS EN MID.,1
HEMORRAGIA INTRAPARENQUIMATOSA EN LÓBULO TEMPORAL IZQUIERDO,1
HEMOPERITONEO POSTPUNCION,1
ABSCESO PLANTAR DERECHO,1
HERIDA 1 DEDO PIE IZQ,1
FRACTURA L3.,1
FLUTTER AURICULAR TÍPICO,1
ESTENOSIS AÓRTICA SEVERA SOBRE PRÓTESIS BIOLÓGICA,1
DEMENCIA VASCULAR SEVERA (GDS 7) SIN ALT CONDUCTUAL,1
HEMATOMA PARENQUIMATOSO PARIETO-OCCIPITAL IZQ,1
ROTURA TENDÓN DISTAL BÍCEPS BRAZO IZQ.,1
PROBABLE GASTRITIS MEDICAMENTOSA.,1
INSUFICIENCIA MITRAL SEVERA Y AÓRTICA MODERADA,1
UPP EN TALÓN IZQUIERDO,1
DOLOR ABDOMINAL. POSIBLE CUADRO DE SUBOCLUSION INTESTINAL,1
"ÚLCERA VASCULAR MIEMBRO INFERIOR DERECHO RECIDIVANTE, CICATRIZADA.",1
PROBABLE AGUDIZACIÓN DE FIBROMIALGIA,1
INFECCIÓN RESPIRATORIA AGUDA POR CITROBACTER,1
ENFERMEDAD ISQUÉMICA CRÓNICA CEREBRAL DE PEQUEÑO VASO.,1
ANEMIA LEVE  PROB POR INSUF RENAL Y FERROPENIA,1
EMESIS AUTOLIMITADA,1
INFECCION URINARIA POR S. AUREUS + S. HOMINIS,1
INFECCION COMPARTIMENTAL DE LA MANO,1
FLEBOEXTRACCIÓN SAFENA INTERNA Y PARCIAL SAFENA EXTERNA MII.,1
INFECCION RESPIRATORIA 2RIA A BRONCOASPIRACION PROBABLEMENTE,1
GONARTROSIS DCHA. PTC DCHA. PTR IZDA,1
AMPUTACIÓN SUPRACONDÍLEA DEL MIEMBRO INFERIOR DERECHO POR,1
POLIPOSIS COLONICA,1
FRACTURA 7º VÉRTEBRA DORSAL TRAS CAIDA CASUAL.,1
TUMOR VESICAL CON TRATAMIENTO PALIATIVO.,1
"SOBREDOSIFICACIÓN DE ACENOCUMAROL (INR: 4,5)",1
PROBABLE INFECCIÓN RESPIRATORIA CON INSUFICIENCIA RESPIRATORIA PARCIAL,1
INSUFICIENCIA RESPIRATORIA  PARCIAL 2RIA,1
ASMA BRONQUIAL CON OCFA,1
PROBABLE INSUFICICIENCIA CARDIACA,1
CIERRE DE OREJUELA IZQUIERDA,1
BASAL: COLVEZ: 2. JONES: 4. CAF: C.L. CON ANDADOR,1
FRACTURA DE RAMAS ILIOPUBIANA E ISQUIPUBIANA IZDA (01708/2016),1
HEMATURIA EN SEGUIMIENTO POR UROLOGÍA,1
HIPERNATERMIA 2RIA A HEMOCONCENTRACION PROBABLEMENTE,1
ENFERMEDAD DE ALZHEIMER MODERADA (GDS 5) CON ALTERACIÓN CONDUCTUAL,1
UPP ESTADÍO IV EN SACRO SOBREINFECTADA (CITROBACTER)???????????,1
FALLO CARDÍACLO GLOBAL,1
CELULITIS BILATERAL MIEMBROS INFERIORES.,1
DOLOR COSTAL DERECHO DE CARACTERÍSTICAS MECÁNICAS,1
"DIARREA CRÓNICA, INTERMITENTE.",1
ICTUS ISQUÉMICO EN TERRITORIA DE ACM IZQUIERDA.,1
METÁSTASIS HEPÁTICAS Y ÓSEAS SIN TUMOR PRIMARIO IDENTIFICADO,1
I RESPIRATORIA AGUDA,1
FA CON ACO RVE,1
"CA 19,9 MUY INCREMENTADO , PROBABLE NEOPLASIA DE APARATO DIGESTIVO",1
PATOL. ISQUEMICA DE PEQUEÑO BASO E INFARTOS LACUNARES EN GGBB,1
HEMATOMA SUBDURAL AGUDO BILATERAL,1
TRAUMA SUPERFICIAL RODILLA IZQUIERDA,1
FRACTURAS COSTALES DCHAS DE 5ª A 10ª,1
"POSIBLE TUMOR NEUROENDOCRINO EN ESTUDIO, NO INFORMES",1
ITU SE REPETICIÓN,1
CRISIS FOCAL 2RIA GENERALIZADA,1
FX APOSISI ESPINOSAS T3-T7,1
CONTUSIÓN PIERNA IZQ.,1
"SÍNDROME FEBRIL PERSISTENTE, SIN FOCO.",1
HEMIPARESIA IZDA (PLEJIA MB. SUP) - DISFAGIA - ALT. COGNITIVAS,1
ACV ISQUEMICO VERTEBROBASILAR (27/04/2016) TRAS,1
TROMBOCITOPENIA 2º HBPM,1
CELULITIS SOBRE ULCERA VASCULITICA,1
SEPSIS ( URINARIA?),1
ARTROTOMÍA DE CADERA,1
HEMATOMA EPIDURAL T2-L2 CON PARAPARESIA SEVERA,1
ENF. DE 3 VASOS. NO REVASCULARIZABLE.,1
DEPRESIÓN MAYOR CON ALTERACIÓN PSICO-CONDUCTUAL,1
HIPOKALEMIA ASINTOMATICA,1
POSTOPERATORIO DE SIGMOIDECTOMIA 21/09/2016,1
MIOCARDIOPATÍA HIPERTRÓFICA,1
ANEMIA MACROCÍTICA SECUNDARIA A DÉFICIT VITAMINA B12,1
GONARTROSIS BILATERAL SEVERA - PRED. DCHO.,1
HIPERPOTASEMIA SECUNDARIA A DIURÉTICOS,1
AGUDIZACION ASMATICA RESUELTA,1
INVESTIGAR TVP MII,1
PROBABLE DEMENCIA VASCULAR. DETERIORO GENERAL SECUNDARIO.,1
INSUFICIENCIA RESPIRATORIA GLOBAL. PROBABLE BRONCOASPIRACIÓN,1
ATEROMATOSIS CAROTÍDEA (PLACA MIXTA CARÓTIDA-BIFURCACIÓN DERECHA)..,1
INFECCIÓN RESPIRATORIA DE VÍAS BAJAS EN PACIENTE CON FIBROSIS PULMONAR,1
HEMATOMA DE PIERNA IZQUIERDA,1
HEMIPARESIA IZDA+ALTERACIONES PERCEPTIVAS,1
FRACTURA SIN DESPLAZAR CABEZA RADIAL CODO IZQ.,1
SÍDROME CONFUSIONAL AGUDO HIPOACTIVO,1
"FRACTURA CADERA DERECHA, INTERVENIDA",1
HEMIPARESIA IZDA (PRED. HOMBRO - DOLOROSO) + ALT. COGNITIVAS LEVES,1
CIRROSIS HEPÁTICA. ENCEFALOPATÍA HEPÁTICA G I-II.,1
ILEO PARALÍTICO + ASCITIS,1
FRACTURA OLECRANON DCH,1
ITU COMPLICADA EN PACIENTE PORTADORA DE SONDA VESICAL PERMANENTE Y,1
ACUÑAMIENTO D11,1
EROSIONES FACIALES,1
ICTUS ISQUEMICO DE HEMISFERIO DERECHO  ETIOLOGIA CARDIOEMBOLICA,1
DESCARTAR EFECTO SECUNDARIO DE FARMACO,1
FRACTURA RAMA ILIOPUBIANA IZDA (02/05/2016),1
ERUPCIÓN CUTANEA (REACCIÓN MEDICAMENTOSA?),1
ACV AGUDO  EN TERRITORIO DE ACM DCH,1
CA DE VULVA,1
INFECCION EN RODILLA IZQUIERDA,1
PREVIAS DESCIRTAS EN SUS ANTECEDENTES,1
ENCEFALOPATIA ANOXICA,1
LUMBOCITALGIA DERECHA EN ESTUDIO,1
DERRAME ARTICULAR TRAUMATICO DE RODILLA IZQ.,1
DOLOR TORÁCICO IZQ. EN ESTUDIO,1
NEUMONIA EN LSD,1
ITU COMPLICADA CON CRITERIOS DE SEPSIS,1
FIBRILACIÓN AURICULAR NO CONOCIDA CON RESPUESTA VENTRICULAR RÁPIDA.,1
MENINGIOMA EN APOFISIS CLINOIDES,1
ICTUS DE PERFIL EMBOLICO EN TERRITORIO DE ACMI,1
SANGRADO DIGESTIVO ALTO ??,1
DISMOVILIDAD 4A. JONES 1(B:1) CAF: 0 (B:N.F) COLVEZ. 1.,1
FRACTURA D10,1
GONALGIA DERECHA SECUNDARIA A QUISTE DE BAKER.,1
CONDROPATÍA CONDILO FEMORAL INTERNO GRADO III,1
INFECCION RESPIRATORIA POR STENOTROPHOMONAS MALTOPHILIA,1
FRACTURAS COSTALES PARRILLA COSTAL IZQUIERDA,1
DIABETES MELLITUS DE MAL CONTROL,1
INSUFICIENCIA CARDÍACA  AGUDA,1
CARDIOPATIA ISQUEMICA TIPO IAM (10/06/2016),1
DISMOVILIDAD 4A. JONES 1 (B:4) CAF: 1/5. (B:C.L.C.B) COLVEZ 2,1
HEMORRAGIA INTRAPARENQUIMATOSA EN HEMISFERIO CEREBELOSO DCHO CON EDEMA,1
EPIGASTRALGIA/ GEA,1
DEMENCIA MIXTA PROBABLE (VASCULAR Y DEGENERATIVA). GDS-6,1
TVP FEMORAL IZDA,1
FRACTURA BIFOCAL RAMA ILIOPUBIANA IZDA,1
FRACTURA  DE 2º Y 3º METATARSIANOS DERECHOS,1
ULCERA POR PRESION SACRA INFECTADA POR ENTEROCOCCUS Y PROTEUS,1
INSUFICIENCIA RENAL CRÓNICA ESTADIO ..... AGUDIZADA,1
FRACTURA L2-L4.,1
MAREO E INESTABILIDAD A ESTUDIO,1
DISMOVILIDAD 4A. JONES 1 (B:4) CAF: 1+ (B:CL1B) COLVEZ BASAL 2.,1
FRACTURA PERTROCANTEREA DE CADERA DCHA (20/06) CLAVO PFNA (22/06/2016),1
ENFERMEDAD RENAL CRÓNICA MODERADA/SEVERA AGUDIZADA,1
TROMBOSIS  VENOSA PROFUNDA FEMORAL IZQUIERDA,1
ATELECTASIA BILATERAL.,1
DM DESCOMPENSADA POR HIPOGLUCEMIAS.,1
QUISTES SIMPLES EN POLO SUPERIOR DE RIÑON DCHO.,1
ITU COMPLICADA (PROTEUS MIRABILIS + PROVIDENCIA STUARTII),1
DISFAGIA OROFARINGEA EN PCTE CON DEMENCIA SEVERA,1
FRACTURA DE CADERA I INTERVENIDA,1
DIABETES MELLITUS AVANZADA,1
HEMATOMA PARED ABDOMINAL RECTO ANTERIOR IZQUIERDO.,1
LINFEDEMA CRÓNICO MS IS,1
CUIDADOS POSTOPERATORIOS AMPUTACIÓN PIE DERECHO,1
ITU-,1
S. FEBRIL DE ORIGEN RESPIRATORIO.,1
ANEMIA  SECUNDARIA,1
UPP TROCANTEREA DCH,1
DIARREA EN RELACION CON ANTIBIOTERAPIA,1
LEUCOCITOSIS DE PROBABLE ORIGEN INFECCIOSO,1
"FRACTURA-HUNDIMIENTO DE L1, PROBABLEMENTE RECIENTE.",1
FRACTURA DE TERCIO MEDIO DE CLAVICULA IZQUIERDA SIN DESPLAZAMIENTO,1
"INFECCIÓN RESPIRATORIA AGUDA, POSIBLE CAUSA ASPIRATIVA",1
DÉFICT DE ÁCIDO FÓLICO,1
ICTUS CEREBELOSO IZDO SUBAGUDO 01/06/2019 SUB,1
EXANTEMA MEDICAMENTOSO ?,1
AIT PROBABLEMENTE,1
ULCERAS EN EEII,1
ANEMIA LEVE MULTIFACTORIAL.,1
INFECCIÓN URINARIA  POR E. COLI BLEE + P. AERUGINOSA,1
ITU POR CORYNEBACTERIUM UREALYTICUM,1
ITU COMPLICADA POR SARM,1
FRACTURA CONMINUTA FALANGE PROXIMAL 1º DEDO MANO IZQ.,1
EPOC REAGUDIZADO.,1
P. SOCIAL,1
ABSCESO LOBULO SUPERIOR DEL PULMON DCHO,1
ICTUS ISQUEMICO HEMISFERICO DCHO (20/07/2019),1
PACIENTE CONDICION PALIATIVA,1
FRACTURA SUBCONDRAL CABEZA FEMORAL DERECHA,1
CAIDA CON CONTUSIÓN DORSOLUMBAR SEVERO Y POSIBLE APLASTAMIENTO D8,1
ARTRITIS SÉPTICA DE RODILLA IZQUIERDA (S. AUREUS METICILIN-SENSIBLE),1
DEMENCIA PERFIL VASCULAR SEVERA (GDS 6) SIN ALTERACIÓN CONDUCTUAL.,1
"ANEMIA MODERADA, DEFICIT DE FOLICO",1
METASTASIS PULMONARES EN PROGRESION,1
ROTURA MANGUITO ROTADOR HOMBRO IZQUIERDO,1
SINDROME DIAREICO PÈRSISTENTE,1
HIPERQUERATOSIS DISTAL.,1
NODULO MAMARIO A ESTUDIO,1
ADENOCARCINOMA DE PRÓSTATA CON METÁSTASIS EN D12,1
DETERIORO COGNITIVO CON ALTERACIONES CONDUSCTUALES,1
PLURIPATOLOGIA. INGRESO: 29/11/2018,1
BRONCOASPIRACION 2º A DISFAGIA,1
POSIBLE GAE,1
ADC DE COLON CON PROTESIS PALIATIVA,1
TCE . FRACTURA FRONTAL,1
TRAUMATISMO TORÁCICO SEVERO. FRACTURAS COSTALES.,1
EPOC ENFISEMATOSO AGUDIZADOR FRECUENTE AGUDIZADO,1
FRACTURA PERTROCANTERICA CADERA DERECHA INTERVENIDA CON CLAVO ENDOMEDU,1
SHOCK SÉPTICO SECUNDARIO A PROCESOS INFECCIOSOS.,1
MAL CUMPLIMIENTO TERAPUETICO,1
HIPONATREMIA  HIPOOSMOLAR,1
COXARTROSIS IZQ. (EN COXA VARA),1
ALTERACIÓN DEL NIVEL DE CONCIENCIA FLUCTUANTE,1
SD. DE DESACONDICIONAMIENTO FISICO POSTRAUMATISMO,1
FRACTURA OSTOFITO ANTERIOR C5.,1
POP ( 10 DIAS ) DE ARTROSCOPIA RODILLA D,1
AITE PROBABLE,1
DEFICIT,1
LUMBALGIA POST-ESFUERZO,1
ADENOCARCINOMA GASTRICO METASTATICO,1
TRAUMATISMO ANTEPIE IZQUIERDO,1
MANEJO APLIATIVO,1
DISTROFIA SIMPATICO REFLEJA MSD,1
CUADRO DIERREICO EN ESTUDIO,1
TRAUMATISMO DE HOMBRO IZQUIERDO,1
ENFERMEDAD RENAL CRÓNICA SEVERA AGUDIZADA NO CONOCIDA,1
RETENCIÓN AGUDA DE ORINA .IR POSTRENAL.,1
REAGUDIZACION  ASMATICA,1
IAM RECIENTE,1
DEMENCIA TIPO E. ALZHEIMER MODERADA SEVERA CON ALT. CONDUCTUAL,1
"PANCITOPENIA SECUNDARIA A SEPSIS, RESUELTA",1
CARDIOPATIA ISQUEMICA CRONICA SIN DATOS SE SCA EN EL MOMENTO ACTUAL,1
"LEUCOPENIA LEVE, RESUELTA",1
SINDROME DE APNEA OBSTRUCTIVA DEL SUEÑO,1
CAIDA CASUAL (27/04/2019),1
NEUMONÍA ADQUIRIDA EN LA COMUNIDAD BILOBAR DCHA,1
TROMBOEMOLISMO PULMONAR AGUDO DERECHO,1
DEMENCIA VASCULAR PROBABLE CON ALT. PSICO-CONDUCTUALES. GDS-5,1
HERPES ZOSTER FRONTOPARIETAL IZDO,1
INFECCIÓN DE ESTOMA DE GASTROTOMÍA,1
"NEUMONÍA DERECHA EXTENSA , CAUSA ASPIRATIVA",1
EPISODIO DE AMNESIA  TRANSITORIA,1
DESVOLVULACION,1
ARTRODESIS L3-S1,1
DUDOSA FRACTURA CODO IZQUIERDO. TTº ORTOPÉDICO,1
"CRISIS PARCIALES GENERALIZADAS, DE DIFICIL CONTROL",1
TRAUMATISMO LABIOFACIAL,1
ARTROPLASTIA TOTAL RODILLA IZDA 29/05/2019,1
HEMATURIA + COAGULOS EN PACIENTE PORTADOR EN SV,1
OSTEOATROSIS CON MAL CONTROL DEL DOLOR,1
DETERIORO GENERAL SEVERO. DEPENDIENTE ABVD,1
INFARTO TEMPORA ANTIGUO,1
POSIBLE INFECCION RESPIRATORIA POR MICROASPIRACION,1
NODULOS PULMONARES,1
TRAUMA TORÁCICO,1
FLEBOEXTRACCIÓN MII+,1
DORSALGIA CRÓNICA DE DIFICIL CONTROL ANALGESICO.,1
FRACTURA DE TIBIA Y PERONE CONSOLIDADA,1
ICTUS A. CEREBRAL MEDIA DCHA (22/08/2019),1
INFECCION RESPIRATORIA VIAS INFERIORES POR SARM Y PSEUDOMONA AERUGINOS,1
SÍNCOPE POST-TCE.,1
INFARTO TERRITORIO CEREBELOSO EVOLUCIONADO,1
NEUMONIA MULTILOBAR IZDA POR BRONCOASPIRACION,1
TENDINITIS CALCIFICANTE SE HOMBRO IZDO.,1
DM DE DIFICIL CONTROL,1
NEUMONÍA BONCOASPIRATIVA,1
REAGUDIZACIÓN RESPIRATORIA,1
HEMATOMAS SUBDURALES ENTENTORIO Y HOZ DEL CEREBRO.,1
FRACTURA TIBIA DERECHA,1
DERRAME PLEURAL IZDO RESIDUAL CRÓNICO,1
ENFERMEDAD RENAL CRÓNICA IIIB-PREDIALISIS AGUDIZADA,1
PTC IZDA (09/11/2018) FRACTURA CUELLO FEMORAL IZDO (06/11/2018),1
CRISIS TIPO AUSENCIA.,1
ICTUS HEMORRAGICO FRONTOPARIETAL IZQ,1
POLIOMIELITIS EID,1
INTOLERANCIA MATERIAL DE SÍNTESIS,1
ROTURA PARCIAL DEL SUPRAESPINOSO DEL HOMBRO IZQUIERDO,1
TRAUMATISMO CRANEO FACIAL CERVICAL.,1
ARTERIOPATÍA DIABÉTICA BILATERAL,1
ADENOCA DE PROSTATA CON MTX BASE D EL CRANEO Y AFECT. PARES CRANEALES.,1
HERPES ZOSTER OCULAR IZQUIERDO AGUDIZADO,1
"CPRE, ESFINTEROTOMIA, EXTRACCIÓN.",1
LUMBAGIA POSTRAUMATICA,1
PLASTIA LCA RODILLA DCHA (20/05/2019),1
FALLO RENAL AGUDO ETIOLOGÍA  PRE-RENAL,1
HIPONATREMIA MODERADA 2RIO HEMOCONCENTRACION PROBABLEMENTE,1
PSEUDOOCLUSIÓN INTESTINAL SECUNDARIO A ESTREÑIMIENTO PERTINAZ,1
INGRESO POR NEUMONIA (20/12/2018),1
FA PAROXÍSTICA CON RTV RÁPIDA,1
DEMENCIA MIXTA PROBABLE- GDS-6,1
FRACTURA PERIPROTESICA CADERA DCHA,1
UPP EN TALÓN IZD IIº,1
FRACTURA DE CODO IZQUIERDO MANEJO ORTOPEDICO,1
FRACTURA DEL 5º AL 9º ARCO COSTAL DCHO,1
UPP TALONES Y DORSO DE PIE IZQ POSIBLEMENTE SOBREINFECTADAS,1
GLIOBLASTOMA MULTIFORME G-IV EN PROGRESION,1
FRACTURA  VERTEBRAL CRONICA  LUMBAR 2,1
PSEUDO-DEMENCIA DEPRESIVA,1
H. RIGIDUS SEVERO BILATERAL,1
FRACTURAS COSTALES 6TO Y 7MO ARCOS IZQUIERDOS,1
PO DE FRACTURA DE FEMUR DERECHO,1
ALTERACION DE PRUEBAS HEPATICAS,1
UPP II,1
SINDROME CONFUSIONAL AUGOD SECUNDARIO A PROCESO INFECCIOSOS,1
DEMENCIA CON TTNOS PSCD,1
INSUFICIENCIA TRICUSPIDE LEVE,1
INFECCIÓN RESPIRATORIA NO CONSOLIDANTE,1
DEMENCIA VASCULAR CON ALT. PSICO-CONDUCTUALES. GDS-5,1
FRACTURA DE T9 AGUDA,1
HEMATOMA AGUDO INTRAPARENQUIMATOSO PARIETAL IZQ.,1
FRACTURA CFI RODILLA DCHA.,1
COXARTROSIS SEVERA DERECHA,1
ICTUS AGUDO LACUNAR  AGUDO,1
ACVA ISQUÉMICO FRONTAL DERECHO,1
SÍNDROME NEFRÓTICO,1
ADENO.C. DE PROSTATA,1
ASMA PESISTENTE MODERADO-SEVERA AGUDIZADO POR,1
DEMENCIA INCIPIENTE- VASCULAR. GDS-4,1
DENUTRICIÓN CALÓRICO-PROTEÍCA,1
INSUFICIENCIA HEPATICA AGUDA GRAVE,1
UPP ESTADÍO IV EN TALÓN IZQUIERDO NO SOBREINFECTADA,1
HEPATORCARCINOMA EN PROGRESIÓN,1
SÍNDROME APNEA- HIPOPNEA,1
TENDINOPATÍA SIN ROTURA TENDÓN SUPRAESPINOSO,1
INFECCIÓN RESPIRATORIA  : BRONQUITIS AGUDA,1
HEMORRAGIA EN MÚSCULO VASTO LATERAL IZQUIERDO,1
HEMORRAGIA DE VIAS DIGESTIVAS - VOMITOS EN POSO DE CAFÉ,1
NEOPLASIA VEJIGA.,1
CEFALEA EN PACIENTE CON OLIGODENDROGLIOMA EN TTO PALIATIVO.,1
CARDIOPATIA ISQUEMICA CRONICA CON DISFUNCION VENTRICULAR MODERADA,1
DESHIDRATACIÓN GRADO III CON NEGATIVA A LA INGESTA,1
CUIDADOS POSTOPERATORIOS DE FRACTURA SUBCAPITAL DE CADERA IZQUIERDA,1
PROBABLE INFECCIÓN RESPIRATORIA NO CONDENSANTE.,1
POSIBLE ICTUS ISQUEMICO VERTEBROBASILAR RESUELTO (14/12/2018),1
NEURALGIA POST HERPÉTICA,1
INGRESO POR BROTE DE POLIMIALGIA REUMATICA (21/11/2019),1
HEMATURIA SECUNDARIA A NEOPLASIA VESICAL,1
INFARTO CEREBELOSO PROBABLE,1
SOSPECHA FX MESETA TIBIAL DERECHA,1
UPP PIERNA IZQUIERDA,1
INFECCION DE ORINA POR COLI BLEE,1
SINDROME CONFUSIONAL SUPERPUESTO A E. ALZHEIMER,1
SINDROME ANSIOSO DEPRESIVO EXCERBADO,1
BRONQUITIS AGUDA POR,1
FRACTURA EPÍFISIS DISTAL RADIO IZQ.,1
RE INTERVENCÓN CUT OUT DE CADERA DERECHA.,1
METASTASIS ??,1
"INSUFICIENCIA RENAL CRÓNICA CON  AGUDIZACIÓN SEVERA, PRERRENAL",1
AITDE REPETICIÓN,1
REINTERVENCION POR ROTURA M.O + PSEDUOARTROSIS 24/07/2019,1
MASA LÍTICA EN ESTERNÓN,1
INSUFICIENCIA RESPIRATORIA CRONICA REAGUDIZADA.,1
BACTERIEMIA POR STAPHYLOCO CAPITIS,1
ULCERAS VASCULARES DE MMII INFECTADAS POR SARM Y SERRRATIA,1
FASCICULACIONES DE ETIOLOGIA?---,1
INFECCIÓN RESPIRATORIA SEVERA NO CONDENSANTE,1
HIPEREMESIS PARANEOPLASICA,1
INFECCION DE ORINA POR CORINEBACTERIA,1
PTR IZDA 07/02/21019,1
CANDIDIASIS PERINEAL (CÁNDIDA LABRATA).,1
SINDROME CONFUSIONAL  MIXTO SECUNDARIO,1
PROTESIS BIPOLAR (19/03/2019),1
I. RESPIRATORIA GLOBAL SEVERA,1
CARCINOMA DE MAMA ESTADIO IV EN PROGRESIÓN,1
DIARREA PSEUDO MEMBRANOSA,1
"FORMACIÓN DE 1,4 CM PARAESOFÁGICA IZQUIERDA NO FILIADA",1
